"","name","cri.rate","user.rate","date","content","year"
"757","
                                    Star Trek: Bridge Crew
                                                                    ",78,7.6,5,"
                            Developed specifically for VR, Star Trek: Bridge Crew is the only game to offer a true-to-life level of immersion in the Star Trek universe, where- as officers of the Federation- every action and decision you make together will determine the fate of your ship and crew.
                            ","2017"
"758","
                                    Vaporum
                                                                    ",78,7.3,9,"
                            Vaporum is a grid-based dungeon crawler RPG in an original steampunk setting, inspired by old-school classics of the genre. Stranded in the middle of an ocean, in front of a gigantic tower, the hero has to find out what the place is, what happened there, and most importantly, who he is.
                            ","2017"
"759","
                                    Shadows of Adam
                                                                    ",78,7.5,2,"
                            A legendary hero, Orazio has disappeared, leaving behind a son and adopted daughter. With darkness looming, Kellan and Asrael set off on an epic journey to save their homeland and uncover the truth behind their father¡¦s abrupt disappearance.
                            ","2017"
"760","
                                    Bridge Constructor Portal
                                                                    ",77,6.3,12,"
                            Enter the Aperture Science Enrichment Center and experience Bridge Constructor Portal ¡V the unique merging of the classic Portal and Bridge Constructor games. As a new employee in the Aperture Science test lab, it's your job to build bridges, ramps, slides, and other constructions in 60 test chambers and get the Bendies safely across the finish line in their vehicles. Make use of the many Portal gadgets, like portals, propulsion gel, repulsion gel, aerial faith plates, cubes, and more to bypass the sentry turrets, acid pools and laser barriers, solve switch puzzles, and make it through the test chambers unscathed. Let Ellen McLain, the original voice of GLaDOS, guide you through the tutorial, and learn all the tips and tricks that make a true Aperture Science employee. The bridge is a lie!
                            ","2017"
"761","
                                    The Elder Scrolls Online: Morrowind
                                                                    ",77,6.5,5,"
                            For players who already own The Elder Scrolls Online, adventure awaits in this new chapter of the award-winning online series. Morrowind is on the verge of destruction, and it¡¦s up to you to save it from a deadly Daedric threat. Embark on a dangerous journey through legendary locales.
                            ","2017"
"762","
                                    Figment
                                                                    ",77,7.6,9,"
                            Figment is an action-adventure game that invites you to explore a unique surreal universe filled with music, humor and multi layered narrative. Join Dusty and his ever-optimistic friend, Piper, on an adventure through the different sides of the mind seeking to restore the courage that's been lost.
                            ","2017"
"763","
                                    World of Final Fantasy
                                                                    ",77,7.7,11,"
                            Embark on an adventure unlike any before to an all new WORLD OF FINAL FANTASY. With charming, stylized visuals for both the young and the young at heart, players will collect, raise, and battle iconic monsters by stacking them to form adorable yet strategic monster towers. The memorable legends of FINAL FANTASY come to life in this imaginative, colorful world as an epic story fit for the smallest of heroes unfolds.
                            ","2017"
"764","
                                    Herald: An Interactive Period Drama
                                                                    ",77,NA,2,"
                            Herald is a choice-driven adventure set during colonial times. Board the HLV Herald and uncover its dark secrets in a tale about tyranny and servitude.
                            ","2017"
"765","
                                    Cosmic Star Heroine
                                                                    ",77,6.8,4,"
                            3 exotic planets to explore. Aliens. Robots. Magic. Forbidden technology. Ruined Worlds. Ghosts. Long-lost secrets. Conspiracies. A galactic threat. And one brave heroine to make things right.
                            ","2017"
"766","
                                    Battlestar Galactica Deadlock
                                                                    ",77,7.5,8,"
                            In Battlestar Galactica Deadlock<U+2122> you¡¦ll take command of the Colonial Fleet in defense of the Twelve Colonies during the First Cylon War. Lead many different types of ships in this 3D tactical game. Every decision counts, your strategy will be vital ¡V can you ensure mankind¡¦s survival?
                            ","2017"
"767","
                                    The Long Dark
                                                                    ",77,8.1,8,"
                            Imagine the lights go out, never to return. Bright aurora flare across the sky, and all humanity¡¦s technological might is laid to waste, neutralized in a kind of quiet apocalypse. Everything that has shielded humanity from the disinterested power of Mother Nature is suddenly wrenched from us, dropping us a few links down the food chain. Food and water are scarce. The roads are no longer safe. And winter approaches... Features immersive first-person exploration gameplay featuring an original art style. Take on the role of bush pilot Will Mackenzie, and navigate the savage beauty of the Northern Wilderness while you face the hazards of the new ¡§post-digital¡¨ frontier. In addition to playing Mackenzie in Survival Story mode, experience potentially hundreds of hours of free-form Survival Sandbox gameplay. Push yourself and your skill to last as long as possible in a variety of survival scenarios. [Hinterland Games]
                            ","2017"
"768","
                                    Warhammer 40,000: Dawn of War III
                                                                    ",77,4.5,4,"
                            Jump into a brutal battle between three warring factions In Dawn of War III. You will have no choice but to face your foes when a catastrophic weapon is found on the mysterious world of Acheron. 
                            ","2017"
"769","
                                    Spintires: MudRunner
                                                                    ",77,7.6,10,"
                            Spintires: MudRunner is the ultimate version of the million-seller indie hit Spintires. Like Spintires before it, Spintires: MudRunner puts players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!

A huge upgrade over its predecessor, this edition comes complete with a brand new Sandbox Map joining the original game's 5 environments, a total graphical overhaul, a new Challenge mode with 9 new dedicated maps, 13 new vehicles and other comprehensive improvements. It's not just an enhanced edition, it's the ultimate off-road simulation experience!

Drive 19 powerful all-terrain vehicles, each with its own characteristics and attachable equipment. Complete your objectives and deliveries by enduring perilous conditions across wild, untamed landscapes in extreme conditions with dynamic day-night cycles. Explore an immersive sandbox environment, enhanced by improved graphics. Overcome muddy terrain, raging rivers and other obstacles that all realistically react to the weight and movement of your vehicle powered by the game's advanced physics engine.

With your map, compass, winch, and your driving skills as allies, go solo or join up to three others in the coop multiplayer. Download mods created by the passionate community for truck-loads of content and an ever-evolving Spintires: MudRunner experience.
                            ","2017"
"770","
                                    Full Throttle Remastered
                                                                    ",77,7.5,4,"
                            Released by LucasArts in 1995, Full Throttle is a classic graphic adventure game from Tim Schafer, telling the story of Ben Throttle butt-kicking leader of biker gang the Polecats, who gets caught up in a tale of Motorcycles, Mayhem and Murder. Now over 20 years later, Full Throttle is back in a remastered edition featuring all new hand-drawn and 3D high-resolution artwork, with remastered audio and music.
Players can switch back and forth between classic and remastered modes, and mix and match audio, graphics and user interface to their heart¡¦s desire. The've also included a concept art browser, and recorded a commentary track with the game¡¦s original creators. 
                            ","2017"
"771","
                                    Life is Strange: Before the Storm
                                                                    ",77,8.1,8,"
                            Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in dramatic new story in the BAFTA award winning franchise. 
                            ","2017"
"772","
                                    Batman: The Enemy Within - Episode 1: The Enigma
                                                                    ",76,6.7,8,"
                            Both Bruce Wayne and Batman are forced into precarious new roles. The Riddler has returned to terrorize Gotham City, but his gruesome puzzles merely foreshadow an even greater crisis. With the arrival of a ruthless federal agent and the return of a still nascent Joker, Batman must navigate uneasy alliances while Bruce Wayne undertakes a perilous series of deceptions.
                            ","2017"
"773","
                                    LawBreakers
                                                                    ",76,6.6,8,"
                            Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.
                            ","2017"
"774","
                                    Tacoma
                                                                    ",76,6.4,8,"
                            Tacoma is a narrative-driven adventure set aboard a high-tech space station in the year 2088. Explore every detail of how the station¡¦s crew lived and worked, finding clues that add up to a gripping story of trust, fear, and resolve in the face of disaster.
                            ","2017"
"775","
                                    Secret World Legends
                                                                    ",76,5,6,"
                            Fight a secret war of the supernatural. Where will you stand in the secret war between good and evil as supernatural forces threaten the modern-day world? Use a wide range of weapons and superhuman abilities to destroy the sinister evils that are threatening humanity¡¦s existence.

                            ","2017"
"776","
                                    Old Man's Journey
                                                                    ",76,6.4,5,"
                            Old Man¡¦s Journey, a soul-searching puzzle adventure, tells a story of life, loss, and hope. Interacting with the world around you, you'll shape the landscape to create the old man's path forward. Experience heartache and hope as you embark on a heartfelt journey through a sunkissed world.
                            ","2017"
"777","
                                    Hob
                                                                    ",76,7.3,9,"
                            Awaken to a world in disarray and uncover your role as you explore stunning landscapes and repair the planet itself. Runic Games, the award-winning studio behind Torchlight and Torchlight II, welcomes you to Hob.
                            ","2017"
"778","
                                    Master X Master
                                                                    ",76,7.7,6,"
                            Experience MXM's unique Tag System and quickly swap between two chosen Masters mid-combat, offering a new level of strategy, combos and tactics to master the battlefield.
                            ","2017"
"779","
                                    For Honor
                                                                    ",76,5.3,2,"
                            For Honor is a competitive third-person melee title which mixes speed, strategy and team play with close range combat. The Chosen has survived a thousand years of wandering the southern deserts. Their journey should have wiped them out hundreds of years ago, but they survived thanks to the skill set and focus of their heroes. These individuals hoe to lead their followers to an improbable victory and to establish a new homeland. Striking fear in their enemies, The Warborn warriors sail across the Boiling Sea to raid the southern coast. Known for their fire and passion, they will seek to drive their enemies out of their ancestral lands. On the shoulders of great heroes, The Legions have driven out invaders, conquered any who wouldn't join them, and established hundreds of others to defend what is theirs. Facing invasion on two fronts, these heroes fight to protect their lands form the heathens who would take it. [Ubisoft]
                            ","2017"
"780","
                                    Battlefield 1: They Shall Not Pass
                                                                    ",76,5,3,"
                            NEW MAP: VERDUN HEIGHTS - The opening barrage of the Battle of Verdun created massive forest fires in which players will fight for domination. This is an uphill battle towards the massive fortresses of Verdun. A constant grinding struggle where the artillery never stops. Where the forge and ¡§the Devil¡¦s Anvil¡¨ continues to consume even the bravest combatants. NEW MAP: FORT DE VAUX - The first big engagement inside a fort during World War 1 takes place in the dark underworld of Fort de Vaux. Down in the maze of dark galleries and wet stone corridors, French and Germans fight ferociously with grenades, guns, bayonets, and flamethrowers. Watch your corners. NEW MAP: SOISSONS - Take part in one of the biggest tank assaults of World War 1. The French 10th Army moves to take back Soissons using their powerful Saint Chamond tanks. Planes, tanks, and infantry clash in the beautiful French countryside in the early hours of a hot summer day. Only the thunderstorm is louder than the war. NEW MAP: RUPTURE - In dire need to capture key bridges across the Aisne river, the French find themselves back into battlefields where poppies grow over a rusty wreck from previous tank battles. It might seem calm but this maze of steel beasts provides an excellent place for those who plan an ambush. As the sun sets over Fontenoy, the battle wakes up. [Electronic Arts] 
                            ","2017"
"781","
                                    Outlast 2
                                                                    ",76,6.4,4,"
                            Outlast 2 introduces you to Sullivan Knoth and his followers, who left our wicked world behind to give birth to Temple Gate, a town, deep in the wilderness and hidden from civilization. Knoth and his flock are preparing for the tribulations of the end of times and you¡¦re right in the thick of it. 
                            ","2017"
"782","
                                    Gigantic
                                                                    ",76,8.4,7,"
                            Gigantic is a fast and fluid Strategic Hero Shooter, where you battle against and alongside massive Guardians, in deeply strategic team gameplay. Think fast, be bold, Go Gigantic!
                            ","2017"
"783","
                                    Bulletstorm: Full Clip Edition
                                                                    ",76,6.9,4,"
                            Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice: survival or revenge. An exiled member of the elite assassin group Dead Echo, Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally confront the commander behind his betrayalor get his team off the planet alive.

Battle your way through throngs of Stygias mutated inhabitants, performing masterful kills throughout the single-player campaignor one of 30 competitive score-challenge or 12 co-operative multiplayer mapsusing Bulletstorm: Full Clip Editions unique Skillshot system that rewards you for executing the most creative and deadly kills imaginable.

Bulletstorm: Full Clip edition is the definitive Bulletstorm experience that includes all existing Bulletstorm add-ons, plus brand-new content exclusive to Full Clip!
                            ","2017"
"784","
                                    Future Unfolding
                                                                    ",76,6.8,3,"
                            Future Unfolding lets you explore a mysterious landscape filled with life. Decipher the surreal logic of its world and open up new areas to discover.
                            ","2017"
"785","
                                    Serious Sam's Bogus Detour
                                                                    ",76,8,6,"
                            Serious Sam¡¦s Bogus Detour is a new action-adventure in the Serious Sam saga from Hammerwatch developer Crackshell. Battle through Mediterranean locales, dangerous biological weapons labs and even high-tech moon bases as a one-man wrecking crew or in four-player online cooperative for maximum chaos. Dominate the chaotic Survival and Versus modes or make your own mods, modes, and even total conversions with the include game editor.
                            ","2017"
"786","
                                    Diablo III: Rise of the Necromancer
                                                                    ",76,4.8,6,"
                            Comprised of controlled, calculating individuals, the Priests of Rathma have long known the true stakes at the heart of the Eternal Conflict. Known to uneducated outsiders as Necromancers, these masters of blood, bone, and the dark arts are often misunderstood. Driven to protect the Balance at all costs, those dedicated to walking this path see neither good nor evil in their actions; simply obedience to the cycle of being.
                            ","2017"
"787","
                                    Rick and Morty: Virtual Rick-ality
                                                                    ",75,5.9,4,"
                            Rick and Morty have teleported into your living room for a cutting-edge VR adventure from Adult Swim Games and Owlchemy Labs (Job Simulator). Play as a Morty clone as you explore Rick's garage, the Smith household, and alien worlds. Experience life as a clone of Morty and all the trauma that comes with it. Step through portals to strange worlds, help Rick with his bizarre experiments, and use your hands in VR to pick up and play in an interaction-filled 3D Rick-ality. Follow Rick's directions (or don't!) to solve puzzles and complete missions in this fully voice acted adventure.
                            ","2017"
"788","
                                    Middle-earth: Shadow of War
                                                                    ",75,3.3,10,"
                            Experience an epic open world brought to life by the Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth: Shadow of War. Go behind enemy lines to forge your army, conquer Fortresses and dominate Mordor from within. Experience how the award-winning Nemesis System creates unique personal stories with every enemy and follower, and confront the full power of the Dark Lord Sauron and his Ringwraiths in this epic new story of Middle-earth. In Middle-earth: Shadow of War, nothing will be forgotten.
                            ","2017"
"789","
                                    Last Day of June
                                                                    ",75,7.6,8,"
                            A deep, interactive adventure about love and loss, beautifully depicted and offering an intense cinematic experience. What would you do to save the one you love? 
                            ","2017"
"790","
                                    Absolver
                                                                    ",75,6,8,"
                            Absolver is an online multiplayer combat game where players are placed behind the mask of a Prospect under control of the Guides, the new rulers of the fallen Adal Empire, who will determine your worth in joining their elite corps of Absolvers. 
                            ","2017"
"791","
                                    Stars in Shadow
                                                                    ",75,7.7,1,"
                            Turn-based 4X space strategy with a distinctive artistic style. Compete with alien factions to explore and settle nearby star systems, develop colonies, build fleets to defend against rivals, negotiate with them and conquer them, when necessary. Win by unifying the galaxy, through diplomacy or force.
                            ","2017"
"792","
                                    Ruiner
                                                                    ",75,7.5,9,"
                            RUINER is a brutal action shooter set in the year 2091 in the cyber metropolis Rengkok. A wired sociopath lashes out against a corrupt system to uncover the truth and retrieve his kidnapped brother under the guidance of a secretive hacker friend. 
                            ","2017"
"793","
                                    Get Even
                                                                    ",75,7.6,6,"
                            Cole Black wakes up in an old, abandoned asylum. He is confused and his sole memory is the attempted rescue of a teenage girl with a bomb strapped to her chest. With a strange technology fused to his head ¡V used to read and replay human memory ¡V Black travels into the depths of his own mind to discover the truth about his past. Every step he takes, leads to the mysterious Red, whose intentions it is difficult to guess. Get Even is a game maintained in convention of a thriller, where action is shown in first-person perspective (FPP). Raising fundamental questions about the understanding of justice and reality. The player discovers the story piece-by-piece through exploration of interactive environments.
                            ","2017"
"794","
                                    Attentat 1942
                                                                    ",75,6.7,10,"
                            Attentat 1942 tells the story of Nazi occupation from the perspective of those who experienced it firsthand. The game is built on dialogues, interactive comics, and authentic footage. Speak to eyewitnesses, live their memories, and discover the untold story of your family.
                            ","2017"
"795","
                                    The Darkside Detective
                                                                    ",75,7.3,7,"
                            Join The Darkside Detective, Francis McQueen, as he investigates the bizarre, the supernatural and those missing cat cases that keep getting dropped on his desk. 
                            ","2017"
"796","
                                    The Escapists 2
                                                                    ",75,7.7,8,"
                            Craft, Steal, Brawl and Escape! It¡¦s time to bust out of the toughest prisons in the world as you return to the life of an inmate in The Escapists 2, now with multiplayer! Have you got what it takes to escape?
                            ","2017"
"797","
                                    Ode
                                                                    ",75,7.1,11,"
                            Control and transform Joy, a fallen star who lands in a beautiful land of light and sound. Navigate this mesmerising musical garden in this unique experience completely at your own pace. Bring the world around you to life and return fallen stars to the sky.
                            ","2017"
"798","
                                    Dungeons 3
                                                                    ",75,7.7,10,"
                            At last, the Dungeon Lord has successfully united the forces of evil and established his dark empire. Time for the next step in his most diabolical quest: expansion!
                            ","2017"
"799","
                                    Bomber Crew
                                                                    ",75,7.3,10,"
                            Chocks away! Bomber Crew is a strategic simulation game, where picking the right crew and keeping your bomber in tip top shape is the difference between completing your mission or losing it all.
                            ","2017"
"800","
                                    Life is Strange: Before the Storm - Episode 3: Hell is Empty
                                                                    ",75,6.6,12,"
                            
                            ","2017"
"801","
                                    Sundered
                                                                    ",74,7.5,7,"
                            Sundered is a horrifying fight for survival and sanity, a hand--drawn epic from the ?creators of ?Jotun. You play Eshe, a wanderer in a ruined world, trapped in ever-?-?changing caverns teeming with eldritch horrors. Harness the power of corrupted relics to defeat gigantic bosses, at the cost of your humanity. Resist or embrace.
                            ","2017"
"802","
                                    The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law
                                                                    ",74,6.3,3,"
                            After the events of 'Ties That Bind: Part Two', Javier struggles to find a role in his family. Meanwhile, tension within the walls of Richmond grow. Will Clementine and the rest of the group turn against Javier? It may be time to choose between the family you're born into and the family you've made.
                            ","2017"
"803","
                                    Alone With You
                                                                    ",74,5.6,2,"
                            Alone With You is a sci-fi game for people who love adventure, exploring and maybe even a little romance. You're the last survivor of a doomed space colony, trying to escape a planet before it implodes around you. Along with your troubled AI companion, you'll scan for clues, solve puzzles, and discover the fates of over two-dozen colonists and the secrets of their interwoven lives.
                            ","2017"
"804","
                                    Expeditions: Viking
                                                                    ",74,7.9,4,"
                            Circa 790 AD. A small band of Norse warriors lands on the shores of England. History may have forgotten their names, but their actions live on. As the chieftain of your clan, let ambition guide your choices in the party-based RPG Expeditions: Viking. How will history remember you? 
                            ","2017"
"805","
                                    Mages of Mystralia
                                                                    ",74,8.4,5,"
                            Accompany Zia as she strikes off to train and learn to control her magical abilities that had her exiled. Journey across the lands to meet other exiled mages and uncover runes with magical properties that can be combined into millions of different possibilities, letting you come up with completely new and incredible spells.
                            ","2017"
"806","
                                    Milkmaid of the Milky Way
                                                                    ",74,7.1,1,"
                            Milkmaid of the Milky Way is a classic point-and-click adventure game in rhyme that combines an exciting story with puzzles and exploration. What happens when a young milkmaid sees an alien craft in a fjord in 1920's Norway?
                            ","2017"
"807","
                                    The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows
                                                                    ",74,6.5,5,"
                            After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? Telltale¡¦s latest episodic adventure in the world of the Walking Dead is now available on all your favorite devices.
                            ","2017"
"808","
                                    Oriental Empires
                                                                    ",74,6.5,9,"
                            A turn based 4X strategy game, recreating the civilizations of ancient China. Develop your land, build great cities, raise huge armies and fight epic battles, with hundreds of soldiers fighting right on the game map. Advance your technologies, culture and religion to create one of mankind¡¦s biggest empires. 
                            ","2017"
"809","
                                    Minecraft: Story Mode Season Two - Episode 2: Giant Consequences
                                                                    ",74,4.6,8,"
                            Now that Jesse and the gang have vanquished the Wither Storm, saved the world, and become totally super famous heroes, life has gotten a bit more...complicated. With more responsibilities and less time for adventure, old friendships have started to fade -- at least until Jesse's hand gets stuck in a creepy gauntlet that belongs to an ancient underwater temple. Together with old pals and new comrades alike, Jesse embarks on a brand new journey filled with tough choices, good times, and at least one temperamental llama.
                            ","2017"
"810","
                                    Mirage: Arcane Warfare
                                                                    ",74,3.7,5,"
                            Mirage is a skill-based multiplayer FPS that lets you tear your enemies limb from limb with destructive magic and melee combat. Experiment and find your perfect playstyle between six diverse classes including stealthy assassins, hulking brutes, powerful mages and more. With an unparalleled focus on truly feeling in control of your magic and sword, Mirage demands combat creativity and will challenge you like never before.
                            ","2017"
"811","
                                    Regalia: Of Men and Monarchs
                                                                    ",73,7.7,5,"
                            Regalia: Of Men And Monarchs is a tactical RPG set in a cheerful fantasy world full of weirdness and wonder. Assemble your party, go adventuring, manage your kingdom, make new friends, and defeat your opponents in challenging turn-based combat. 
                            ","2017"
"812","
                                    Mega Man Legacy Collection 2
                                                                    ",73,7,8,"
                            The Blue Bomber is back in this second collection of classic Capcom titles. Featuring faithful reproductions of Mega Man 7, 8, 9, & 10, this collection is bursting with additional content, from time trials and remix challenges to a music player and an extensive gallery of rare illustrations.
                            ","2017"
"813","
                                    Children of Zodiarcs
                                                                    ",73,7.2,7,"
                            A single-player Tactical JRPG with collectible cards and craftable dice combined with classic tactical gameplay, rich story, and memorable music. 
                            ","2017"
"814","
                                    SpellForce 3
                                                                    ",73,7.7,12,"
                            SpellForce 3 - A blend between RTS and RPG. SpellForce 3 goes back to the roots of the SpellForce saga and combines the RTS and RPG genre in a unique way - all in real time. Explore the world of Eo and become a true legend. 
                            ","2017"
"815","
                                    Starpoint Gemini Warlords
                                                                    ",73,7.1,5,"
                            A blend of space sim, RPG and 4X games. Conduct research and construction in your own gigantic space station, command your war fleets and heroic companions to invade enemy territory, build up your stronghold, trade, mine, salvage and remind your enemies why they fear you.
                            ","2017"
"816","
                                    Yooka-Laylee
                                                                    ",73,6.5,4,"
                            Yooka-Laylee is an all-new 3D platformer from the creative talent behind the Banjo-Kazooie and Donkey Kong Country games. Our new heroes, Yooka (the green bloke with no pants) and Laylee (the wisecracking lady-bat with the big nose) were conceptualised from the ground up for stellar platforming gameplay, created by the same character artist behind the rebooted Donkey Kong family and legendary N64 heroes Banjo and Kazooie. Using an arsenal of special moves like Yookas tongue grapple and Laylees tactical sonar blast, players will explore  and expand  gorgeous 3D worlds drawn up by esteemed environment artist Steven Hurst (Banjo-Kazooie series, Viva Pinata) and through skill discover the plethora of delicious collectibles hidden within.

FEATURES:

* Heroes Built for Fun: Our new buddy-duo were dreamed up specifically for entertaining platforming gameplay and exceptional colour coordination. We think we've captured the spirit of our past heroes while introducing our most inventive moves yet.

* An Arsenal of Abilities: Sonar blasting, tongue whipping, sky soaring a move roster built for platforming fun  and unlocked with added freedom. Additionally, there may or may not be a move involving a giant fart bubble.

* A Dream Soundtrack: David Wise (Donkey Kong Country) and Grant Kirkhope (Banjo-Kazooie) combine in what's sure to be a melodic masterpiece! Seriously, clean out your ears - they're in for a treat.

* Collect-em-up 2.0: A roster of shiny collectibles with gameplay progression at their core (as well as other, more valuable materials). Every collectible type in our new game will expand gameplay in a meaningful way. Yes, we employ the man responsible for DK64's myriad of trinkets, but we've had a stern word. Our main collectible, Pagies, are used to unlock and expand new worlds in Yooka-Laylee.

* Expandable Worlds: Experience more of the playgrounds you love by spending collectibles to expand your favourites into bigger, more challenging worlds.

* A Cast to Last: A huge cast of memorable characters to meet (or beat) brought to life by the art and audio teams behind Banjo-Kazooie and destined to endure in future games as part of Playtonic Universe. Expect all manner of grunts, squeaks and squawks.

* Introducing Play Tonics: Discover these unique gameplay modifiers and use them to customise gameplay to suit your style. Will you run faster, hit harder or fly further? Also, are they named after our studio or vice versa? We'll never know.

* Arcade machines: Each world hides at least one secret arcade game encasing old-school gaming goodness. Complete its retro-tastic challenge to claim your Pagie!
                            ","2017"
"817","
                                    Call of Duty: WWII
                                                                    ",73,3.3,11,"
                            Call of Duty returns to its roots with Call of Duty: WWII - a breathtaking experience that redefines World War II for a new gaming generation. Land in Normandy on D-Day and battle across Europe through iconic locations in historys most monumental war. Experience classic Call of Duty combat, the bonds of camaraderie, and the unforgiving nature of war against a global power throwing the world into tyranny.
                            ","2017"
"818","
                                    The Surge
                                                                    ",72,6.9,5,"
                            Set in a dystopian future as Earth approaches the end of its long life, those who remain in the overpopulated cities need to work to survive as social programs become saturated by an ageing population and increasing environmental diseases. As the intelligence of technology incrementally increased over the years, many jobs for the human race had been made redundant, forcing Earth's people to flee to the suburbs seeking labor, aided by exoskeletons to improve their efficiency. The world of The Surge offers a grim vision of the future, one in which the evolution of our technology, our society and our relationship with the environment led to a decadent state of the Human condition. The Surge features innovative combat mechanics and an original character progression system based on modular upgrades gained through tight, visceral combat.
                            ","2017"
"819","
                                    Tower 57
                                                                    ",72,6.5,11,"
                            Tower 57 is a fast-paced neo-retro shooter where cooperation is as important as your ammo capacity. As a member of an extraordinary task force fight your way through a dieselpunk megatower and uncover its hidden secrets.
                            ","2017"
"820","
                                    Mass Effect: Andromeda
                                                                    ",72,4.9,3,"
                            The story opens after a 600-year journey to the Andromeda galaxy, as the crew begins searching for a new home for humanity. The dreams of easy settlement are quickly shattered, as worlds expected to be paradises are instead wastelands, and the Pathfinder discovers that not all inhabitants of the galaxy welcome humanity. Terrifying enemies will challenge players and their crew, forcing them to utilize destructible environments, vertical movement through boosted jumps, customizable weapons, Biotics and other tools in their arsenal to even the playing field in a combat system and character progression that is more thrilling and open than ever. Mass Effect: Andromeda also features a separate team-based online multiplayer mode where players can engage in fast, fluid and frenetic combat to work together and achieve success. Utilizing combat skills, strategies, weapons and abilities gained from the field, players must coordinate to take down overwhelming forces. [Electronic Arts]
                            ","2017"
"821","
                                    The Wardrobe
                                                                    ",72,7.1,2,"
                            Inspired by the great ¡¥90s classics such as 'Monkey Island', 'Day of the Tentacle', 'Tony Tough' and 'Sam & Max: Hit the Road', ""The Wardrobe"" has a strong sense of humour, but isn't shy about dealing with mature and non-politically correct themes.
                            ","2017"
"822","
                                    Purrfect Date
                                                                    ",72,NA,12,"
                            Purrfect Date is a cross between a Visual Novel, a Dating Sim, and a dark British comedy. You, a human, will get to date cats and uncover the dark secrets of the mysterious Cat Island.
                            ","2017"
"823","
                                    Styx: Shards of Darkness
                                                                    ",72,7.6,3,"
                            Following the fall of Akenash tower, an extraordinary matter has forced Styx out of hiding and into Korrangar, city of the Dark Elves. Supposedly impregnable, a diplomatic summit offers Styx a chance at slipping in unnoticed. His infiltration complete, Styx will stop at nothing to accomplish the robbery of a lifetime: stealing a scepter of immense and indomitable power.

Embark upon a stealthy adventure with new enemies, new environments, and a plethora of new mechanics refining the abilities of Styx - grappling around corners, climbing ropes, and using his trusty knife to zip line!
                            ","2017"
"824","
                                    Dream Daddy: A Dad Dating Simulator
                                                                    ",72,7.7,7,"
                            Dream Daddy: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads. Are you ready? Hi ready, I'm Dad.
                            ","2017"
"825","
                                    ECHO (2017)
                                                                    ",72,7,9,"
                            After a century in stasis the girl En arrives at her destination: A Palace out of legend. Out here, using forgotten technologies, she hopes to bring back a life that shouldn¡¦t have been lost. But nothing could prepare her for what she¡¦ll face in the ancient halls below.
                            ","2017"
"826","
                                    Narcosis
                                                                    ",72,6.2,3,"
                            Narcosis is a survival story set at the hostile depths of the Pacific Ocean. Stranded after an accident, an industrial diver takes desperate steps to surface before his oxygen - and sanity - give out.
                            ","2017"
"827","
                                    The Mage's Tale
                                                                    ",72,7.5,6,"
                            Welcome, apprentice of the mystic arts! The corrupt wizard Gaufroi has kidnapped your master, Mage Alguin, and only you have any hope of saving him. You may be an apprentice now, but to save your master, you will need to explore ten deadly dungeons, decipher mind-bending puzzles, avoid terrifying traps, and vanquish hordes of vicious monsters. Until you are able to wield every elemental power in the palm of your hand, evil remains ascendant. It is your turn now to sling gouts of flame, javelins of ice, arcs of lightning, and swirling tempests. Don your wizard¡¦s robe and begin your Mage¡¦s Tale. [Oculus]
                            ","2017"
"828","
                                    Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling
                                                                    ",72,6.8,8,"
                            In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.
                            ","2017"
